State,Date,Season,Temp_Max_C,Temp_Min_C,Humidity_pct,Rainfall_mm,WindSpeed_kmh,SolarRad_Wm2,Evapotranspiration
Andaman and Nicobar Islands,2019-01-23,Rabi,34.1,24.0,62.5,48.8,21.7,140.8,1.93
Delhi,2021-09-15,Kharif,18.3,10.6,61.1,79.9,17.8,314.4,3.52
Telangana,2022-04-11,Zaid,36.8,25.7,61.5,89.3,16.8,262.7,3.27
Madhya Pradesh,2021-08-25,Kharif,22.4,17.7,43.0,68.8,11.1,198.3,4.99
Chandigarh,2019-03-30,Rabi,39.8,31.4,83.5,0.0,10.7,236.5,3.33
Manipur,2021-07-07,Kharif,31.0,24.0,32.2,15.9,17.2,278.2,6.0
Lakshadweep,2021-05-25,Zaid,36.1,27.5,70.0,60.7,29.3,255.5,4.57
Haryana,2022-10-06,Kharif,21.0,13.5,63.0,0.0,21.7,252.0,3.81
Sikkim,2022-06-21,Kharif,31.7,23.2,57.2,16.7,8.2,339.7,2.52
Gujarat,2022-03-11,Rabi,34.5,25.5,69.3,50.0,23.3,243.6,4.93
Odisha,2019-07-14,Kharif,25.6,21.1,56.1,40.1,32.9,382.1,3.36
Himachal Pradesh,2022-06-30,Kharif,18.7,12.7,57.9,37.7,21.5,210.3,5.14
Meghalaya,2019-07-23,Kharif,29.7,22.8,57.7,75.3,2.7,277.7,4.01
Chandigarh,2019-09-06,Kharif,23.0,14.2,56.1,63.4,24.8,191.4,5.16
Chhattisgarh,2019-03-31,Rabi,24.5,17.6,74.1,52.9,25.0,396.0,4.86
Gujarat,2020-07-08,Kharif,26.2,20.9,65.9,44.3,16.4,229.1,4.32
Tripura,2019-09-14,Kharif,38.9,32.4,68.4,85.4,11.8,226.7,5.45
Jammu and Kashmir,2021-08-06,Kharif,29.5,19.0,31.2,24.3,30.4,291.6,3.84
Telangana,2021-11-09,Rabi,19.6,13.6,70.7,82.3,10.2,154.2,3.96
Assam,2021-03-26,Rabi,33.5,24.9,79.6,277.6,20.5,202.9,4.05
Delhi,2019-01-08,Rabi,36.6,29.9,66.3,35.1,18.2,180.5,5.24
Tripura,2019-08-28,Kharif,29.3,23.6,76.7,33.1,23.4,172.6,3.12
Uttarakhand,2022-04-05,Zaid,40.0,35.6,52.5,79.7,22.0,230.4,4.28
Delhi,2020-05-17,Zaid,27.6,17.6,41.6,32.8,13.6,188.2,3.49
Haryana,2021-11-16,Rabi,24.5,19.7,38.8,3.1,15.3,171.9,4.77
Karnataka,2021-08-30,Kharif,22.9,17.8,69.0,26.4,17.1,262.3,4.44
Odisha,2020-04-08,Zaid,29.3,24.3,46.6,14.8,20.3,219.4,5.46
Mizoram,2019-12-08,Rabi,42.5,34.3,70.3,51.7,14.6,274.8,3.78
Nagaland,2021-02-26,Rabi,31.1,25.3,70.9,66.1,27.4,232.7,5.36
Manipur,2019-05-30,Zaid,37.5,25.8,55.9,32.8,32.2,277.4,3.11
Ladakh,2020-06-05,Kharif,37.8,33.3,68.7,74.2,18.6,385.2,4.91
Karnataka,2019-06-21,Kharif,31.1,22.9,58.6,49.8,16.8,148.0,2.19
Delhi,2019-07-04,Kharif,30.4,19.8,59.1,35.2,15.8,240.4,2.35
Chandigarh,2022-05-07,Zaid,33.1,21.5,58.2,72.2,17.8,226.1,2.62
Daman and Diu,2021-11-11,Rabi,26.5,17.6,48.6,76.1,10.4,219.0,2.66
Rajasthan,2020-01-15,Rabi,39.9,30.9,44.6,4.1,16.7,206.5,4.04
Chandigarh,2019-05-30,Zaid,33.4,22.5,66.9,80.3,17.7,154.7,6.96
Punjab,2019-11-12,Rabi,32.2,25.8,54.5,7.2,27.1,332.4,6.31
West Bengal,2019-03-28,Rabi,43.7,35.3,48.7,36.0,3.3,379.5,4.73
Andaman and Nicobar Islands,2019-03-13,Rabi,29.2,18.5,49.6,85.4,7.9,246.8,5.68
Andaman and Nicobar Islands,2019-01-06,Rabi,22.4,17.9,70.9,102.1,28.0,250.3,7.4
Tamil Nadu,2019-09-17,Kharif,24.6,13.7,51.8,0.0,12.7,178.9,5.07
Mizoram,2022-06-03,Kharif,27.8,18.3,61.5,49.4,30.6,278.4,2.88
Dadra and Nagar Haveli,2020-05-14,Zaid,42.6,32.4,49.9,63.8,16.3,213.4,3.38
Uttar Pradesh,2022-01-29,Rabi,31.3,24.3,66.9,17.1,24.4,297.2,4.2
Haryana,2022-06-21,Kharif,33.9,29.2,74.7,29.5,14.7,249.2,6.65
Andhra Pradesh,2022-11-15,Rabi,31.4,20.9,63.9,18.1,15.5,222.9,5.95
Andaman and Nicobar Islands,2021-12-19,Rabi,29.8,25.0,42.4,10.4,10.3,214.0,4.88
Mizoram,2020-10-27,Kharif,25.0,15.3,39.3,46.8,10.3,285.7,4.59
Assam,2022-05-20,Zaid,26.0,18.8,69.3,394.5,25.7,251.1,3.49
Delhi,2019-05-29,Zaid,29.8,22.2,51.4,84.2,35.9,284.4,4.34
Tamil Nadu,2021-03-01,Rabi,41.8,37.1,54.7,101.8,5.1,379.8,5.56
Kerala,2019-02-21,Rabi,33.2,26.2,99.0,169.6,1.0,258.4,5.38
Goa,2022-04-07,Zaid,30.0,22.8,54.9,27.2,15.1,344.6,4.06
Uttarakhand,2021-10-16,Kharif,26.6,19.8,59.5,1.5,31.6,313.4,4.03
Arunachal Pradesh,2019-06-22,Kharif,38.2,26.5,52.3,0.0,28.3,261.8,3.97
Himachal Pradesh,2022-09-06,Kharif,21.0,10.4,53.7,73.2,19.2,285.2,4.65
Tamil Nadu,2021-02-10,Rabi,38.8,34.0,90.6,90.8,11.8,173.5,2.4
Telangana,2022-09-04,Kharif,22.3,16.9,49.2,0.0,12.4,272.1,4.6
West Bengal,2019-04-16,Zaid,32.6,26.8,59.6,31.1,5.6,229.6,7.82
Kerala,2022-05-11,Zaid,34.5,23.4,98.9,246.8,27.6,400.0,4.96
Jammu and Kashmir,2022-06-12,Kharif,28.7,20.6,69.1,14.8,12.9,300.6,4.34
Uttarakhand,2021-08-20,Kharif,23.0,15.8,65.6,0.1,12.6,255.8,4.24
Andaman and Nicobar Islands,2022-07-17,Kharif,22.3,15.5,71.1,65.2,21.9,265.7,4.67
Uttarakhand,2019-05-21,Zaid,40.5,31.0,55.8,34.3,22.5,217.0,2.95
Haryana,2022-10-29,Kharif,15.2,5.4,61.8,36.6,11.5,332.7,3.97
Ladakh,2021-08-02,Kharif,36.0,27.4,61.3,57.5,19.8,233.0,2.55
Haryana,2022-12-21,Rabi,21.7,16.5,59.2,45.8,16.0,330.0,6.26
Meghalaya,2022-03-09,Rabi,31.3,23.9,55.3,0.0,9.8,284.1,4.92
Meghalaya,2021-10-26,Kharif,26.3,16.0,63.7,68.0,20.4,271.1,4.45
Tripura,2021-06-03,Kharif,33.4,23.5,60.8,18.5,1.8,119.9,2.35
Manipur,2021-07-18,Kharif,28.9,20.5,53.3,24.8,23.7,217.5,5.98
Telangana,2019-06-20,Kharif,24.1,12.8,74.6,5.9,13.6,229.0,5.34
Chhattisgarh,2020-08-06,Kharif,26.8,15.2,62.7,58.3,16.9,195.8,6.59
Manipur,2020-05-12,Zaid,32.6,25.8,72.5,3.6,29.8,178.2,4.61
West Bengal,2019-04-06,Zaid,46.0,40.6,60.8,20.0,23.7,279.7,4.09
Manipur,2021-09-17,Kharif,23.9,12.4,51.7,91.2,21.0,267.9,4.59
Andaman and Nicobar Islands,2022-02-15,Rabi,30.5,20.6,59.5,49.8,2.1,299.1,3.33
Manipur,2019-12-15,Rabi,35.3,30.1,58.3,67.8,16.4,311.9,5.83
Puducherry,2022-02-19,Rabi,30.4,21.7,45.9,10.0,12.6,285.7,5.04
Madhya Pradesh,2020-02-25,Rabi,41.8,34.8,65.3,52.4,21.5,285.7,5.65
Uttar Pradesh,2019-03-05,Rabi,32.1,21.3,56.9,60.0,18.4,337.4,4.61
Ladakh,2020-12-30,Rabi,22.5,15.8,57.1,3.4,40.9,225.5,2.0
Arunachal Pradesh,2020-09-04,Kharif,22.7,12.0,49.7,15.8,18.1,298.9,4.9
Tripura,2019-03-30,Rabi,38.2,33.3,70.0,13.6,24.5,297.6,4.44
Tamil Nadu,2022-04-29,Zaid,39.6,30.4,77.1,72.8,27.0,283.6,4.08
Tamil Nadu,2019-03-12,Rabi,39.9,29.5,66.2,87.8,25.5,279.1,3.1
Madhya Pradesh,2019-09-15,Kharif,25.0,20.2,68.9,50.8,18.3,157.0,4.54
Gujarat,2020-09-16,Kharif,21.7,11.6,59.8,0.0,14.7,212.9,4.57
Manipur,2020-10-24,Kharif,27.9,19.3,59.7,14.3,21.6,224.0,4.58
Arunachal Pradesh,2019-06-29,Kharif,26.2,21.8,49.8,44.9,19.4,215.5,4.78
Delhi,2019-03-10,Rabi,36.3,26.7,53.2,34.2,21.7,280.7,3.19
Uttarakhand,2020-02-23,Rabi,31.7,20.0,60.9,9.5,9.1,160.5,5.57
Ladakh,2019-07-03,Kharif,22.7,13.2,68.3,51.3,27.0,297.0,2.95
Chhattisgarh,2022-08-14,Kharif,11.9,5.9,63.1,74.2,13.1,220.7,3.65
Nagaland,2022-02-10,Rabi,33.4,23.3,60.7,0.0,24.4,218.8,5.27
Arunachal Pradesh,2021-06-19,Kharif,34.0,23.4,66.0,18.8,12.5,207.7,5.6
Andhra Pradesh,2021-04-22,Zaid,29.7,24.7,63.3,93.4,14.6,143.6,5.88
Puducherry,2022-10-23,Kharif,24.0,12.1,58.6,70.7,26.7,268.8,6.07
Chhattisgarh,2022-08-28,Kharif,21.9,16.7,45.4,47.6,14.0,218.5,6.22
Chandigarh,2021-11-20,Rabi,30.8,19.5,62.3,0.0,21.0,233.5,3.09
Chandigarh,2021-10-14,Kharif,22.0,16.9,53.9,12.8,30.7,154.6,4.81
Andhra Pradesh,2022-10-04,Kharif,18.1,6.2,53.9,27.2,6.6,221.9,4.22
Gujarat,2021-12-05,Rabi,22.9,11.5,74.7,34.1,15.2,260.3,5.95
Maharashtra,2020-08-16,Kharif,34.3,29.6,66.3,55.5,18.1,223.4,4.94
Delhi,2020-03-15,Rabi,38.0,29.8,55.5,0.0,33.1,243.7,3.16
Karnataka,2022-04-13,Zaid,26.0,14.2,52.3,19.9,3.1,183.6,4.17
Lakshadweep,2022-04-16,Zaid,32.5,25.6,43.2,36.9,16.8,284.5,0.93
Karnataka,2021-04-13,Zaid,40.8,30.9,59.0,65.4,18.4,306.7,7.29
Dadra and Nagar Haveli,2019-03-01,Rabi,37.5,30.3,37.5,56.3,16.0,224.9,4.1
Punjab,2020-06-09,Kharif,30.5,19.4,64.0,16.9,24.0,321.5,4.25
West Bengal,2022-10-26,Kharif,27.8,20.8,59.7,54.5,13.6,278.5,3.78
Sikkim,2022-05-20,Zaid,36.6,31.9,57.0,17.2,11.0,220.4,5.75
Uttarakhand,2021-05-07,Zaid,35.1,24.9,66.2,72.8,17.6,258.9,5.03
Mizoram,2022-05-20,Zaid,36.7,31.8,62.3,56.2,15.2,234.9,5.96
Nagaland,2021-10-17,Kharif,16.2,6.7,75.5,78.2,19.1,216.9,4.07
Sikkim,2021-06-24,Kharif,31.2,19.8,34.6,78.7,16.0,243.0,3.7
Puducherry,2019-04-28,Zaid,37.3,32.0,82.4,7.4,21.3,217.0,2.98
Delhi,2021-02-01,Rabi,30.6,23.9,63.7,46.4,24.7,182.2,2.44
Tripura,2020-09-24,Kharif,32.4,24.6,74.2,56.6,19.6,336.7,3.11
Lakshadweep,2020-08-22,Kharif,31.2,25.7,76.4,48.3,20.3,258.9,5.53
Andaman and Nicobar Islands,2022-03-18,Rabi,42.1,30.5,58.4,142.0,16.2,262.3,7.04
Assam,2021-04-27,Zaid,34.7,25.0,87.2,23.0,14.8,336.2,4.2
Jharkhand,2019-09-14,Kharif,33.8,23.5,72.6,54.9,26.3,225.6,6.39
Puducherry,2019-08-17,Kharif,22.9,18.5,59.2,67.6,23.4,284.9,3.68
Maharashtra,2019-01-16,Rabi,30.9,24.0,63.6,22.6,24.0,261.4,4.38
Nagaland,2022-08-10,Kharif,19.7,11.1,45.5,40.6,8.1,277.6,5.95
Uttarakhand,2022-04-18,Zaid,32.8,21.7,68.8,37.4,23.4,236.1,5.25
Madhya Pradesh,2021-05-12,Zaid,37.9,30.7,63.0,66.1,21.5,256.5,6.92
Arunachal Pradesh,2020-07-02,Kharif,29.4,24.9,59.8,84.1,31.1,260.2,6.47
Sikkim,2022-11-11,Rabi,27.2,18.6,65.2,25.3,17.4,80.0,5.15
Punjab,2022-01-04,Rabi,26.6,19.4,60.8,2.4,26.5,318.5,3.93
Delhi,2020-01-08,Rabi,27.1,18.4,53.4,54.1,14.1,194.4,6.16
Meghalaya,2019-08-26,Kharif,16.8,8.8,60.0,110.6,23.1,251.5,3.6
Meghalaya,2022-12-23,Rabi,30.0,18.1,58.6,34.8,4.7,283.6,6.74
Daman and Diu,2022-06-18,Kharif,27.2,18.2,79.1,62.1,17.7,265.2,5.46
Dadra and Nagar Haveli,2019-01-02,Rabi,26.1,17.9,67.3,16.1,18.4,264.2,4.82
Kerala,2022-08-28,Kharif,24.5,18.4,98.1,101.9,21.0,196.5,4.6
Tamil Nadu,2021-03-09,Rabi,38.2,30.3,61.1,85.4,21.4,256.5,5.21
Maharashtra,2019-02-15,Rabi,38.8,28.5,59.5,65.5,27.0,243.1,3.72
Delhi,2021-06-08,Kharif,38.2,31.7,80.5,6.8,16.8,326.9,4.32
Chandigarh,2019-04-17,Zaid,36.0,30.2,53.9,11.5,18.0,246.8,7.98
Chhattisgarh,2021-11-13,Rabi,28.7,17.0,65.3,31.4,15.0,186.0,4.59
Assam,2020-11-20,Rabi,24.1,16.9,77.1,336.2,10.6,289.6,4.6
Punjab,2019-10-28,Kharif,23.7,19.5,57.1,2.0,20.6,262.1,4.79
Telangana,2019-03-21,Rabi,39.4,29.0,60.3,75.8,17.8,273.1,4.38
Jharkhand,2020-04-09,Zaid,41.9,32.9,51.0,20.1,16.7,308.3,5.74
Lakshadweep,2021-07-12,Kharif,31.6,19.6,57.6,43.0,20.6,336.5,4.27
Haryana,2019-07-06,Kharif,19.6,8.4,90.9,90.7,21.6,250.5,3.58
Delhi,2022-07-12,Kharif,33.0,23.0,55.9,84.7,7.0,224.4,6.91
Sikkim,2022-09-04,Kharif,20.2,15.4,57.5,15.2,17.9,217.1,3.99
Uttar Pradesh,2021-04-23,Zaid,30.0,25.8,53.9,53.8,17.6,251.5,4.17
Bihar,2022-09-30,Kharif,24.5,19.9,67.8,25.5,28.0,202.8,3.15
Odisha,2020-09-07,Kharif,22.8,12.0,71.5,63.5,24.1,261.7,4.42
Puducherry,2020-05-01,Zaid,39.3,30.2,58.6,18.5,12.7,330.2,5.23
Himachal Pradesh,2020-07-03,Kharif,14.8,7.6,67.9,0.0,15.3,265.9,1.68
Punjab,2020-02-01,Rabi,31.6,20.6,50.5,5.6,16.5,235.1,8.02
Lakshadweep,2022-04-26,Zaid,26.6,19.1,59.7,42.2,13.8,182.2,3.74
Chandigarh,2022-03-06,Rabi,39.8,29.9,67.8,19.8,25.1,221.9,2.92
Daman and Diu,2021-06-25,Kharif,21.9,13.9,38.7,31.6,32.5,161.0,3.17
Arunachal Pradesh,2022-09-09,Kharif,23.9,19.1,48.5,51.1,18.3,264.6,5.53
Maharashtra,2019-01-07,Rabi,32.0,21.7,67.5,86.5,21.5,296.2,4.05
Ladakh,2020-05-04,Zaid,46.2,39.8,60.5,38.1,12.2,207.0,4.79
Bihar,2020-08-12,Kharif,29.8,21.7,66.0,59.7,15.9,213.2,3.42
Meghalaya,2019-02-10,Rabi,39.4,32.0,82.2,28.6,15.7,348.3,4.77
Jammu and Kashmir,2022-08-12,Kharif,22.5,17.8,51.9,25.7,1.3,242.2,5.22
Sikkim,2022-01-27,Rabi,32.1,21.3,49.8,0.0,35.0,302.1,3.15
Kerala,2019-07-08,Kharif,30.3,22.9,99.0,171.9,18.1,317.0,5.02
Rajasthan,2022-01-03,Rabi,38.9,27.8,25.1,3.9,10.8,321.7,4.09
Haryana,2020-08-20,Kharif,27.0,18.0,68.3,20.6,22.7,256.0,4.44
Manipur,2022-04-07,Zaid,32.4,28.1,54.1,78.9,20.8,270.3,4.81
Puducherry,2020-09-02,Kharif,32.8,24.5,40.1,30.2,10.6,255.8,4.92
Uttar Pradesh,2021-09-25,Kharif,20.9,11.7,64.5,15.6,11.7,271.5,6.25
Sikkim,2021-05-21,Zaid,32.6,23.3,49.1,15.9,15.4,208.1,3.17
Ladakh,2020-08-08,Kharif,25.0,19.2,40.7,15.3,29.6,243.3,3.74
Puducherry,2022-07-30,Kharif,30.2,24.8,69.7,63.3,27.1,223.5,5.7
Bihar,2021-04-23,Zaid,32.1,26.8,65.5,7.8,20.4,270.3,4.25
Bihar,2020-10-17,Kharif,33.0,28.9,60.8,15.4,33.8,191.2,4.77
Chandigarh,2021-11-24,Rabi,28.1,18.7,59.1,10.8,17.3,205.0,5.71
Daman and Diu,2020-07-07,Kharif,31.7,22.0,42.2,38.3,21.4,330.1,5.36
Ladakh,2019-01-29,Rabi,29.8,20.4,57.9,54.7,14.6,234.2,4.64
Puducherry,2019-02-21,Rabi,27.0,21.9,41.8,50.5,12.0,272.1,4.31
Bihar,2021-02-18,Rabi,34.6,28.4,69.1,46.5,13.3,276.5,4.85
Uttar Pradesh,2020-02-11,Rabi,43.9,37.1,56.3,0.0,20.8,305.6,3.87
Jammu and Kashmir,2020-02-15,Rabi,36.2,29.2,67.4,15.2,29.6,108.3,2.82
Chandigarh,2020-04-24,Zaid,30.5,23.6,74.8,48.2,17.5,251.9,3.6
Jharkhand,2021-03-04,Rabi,31.5,26.4,51.0,54.8,10.0,180.4,6.76
Daman and Diu,2022-04-17,Zaid,32.9,27.6,68.5,22.1,18.3,184.3,3.54
Dadra and Nagar Haveli,2021-12-27,Rabi,33.4,24.8,48.6,84.6,3.1,322.3,4.9
Telangana,2022-09-22,Kharif,30.8,23.5,45.2,18.9,2.5,224.0,4.65
Assam,2021-01-03,Rabi,25.5,17.8,83.2,393.5,25.2,263.0,2.92
Maharashtra,2020-10-15,Kharif,31.2,25.2,74.6,75.2,30.2,152.5,3.08
West Bengal,2020-02-20,Rabi,34.6,27.6,47.6,74.6,24.0,231.2,4.23
Goa,2022-02-28,Rabi,34.3,29.6,48.1,46.9,14.2,307.9,4.1
Uttar Pradesh,2020-10-21,Kharif,27.0,22.2,72.7,0.0,24.2,126.4,3.75
Manipur,2022-03-29,Rabi,32.4,24.1,51.7,50.3,23.6,303.4,4.69
Goa,2020-06-15,Kharif,40.1,32.2,65.6,76.8,16.2,224.3,4.95
Ladakh,2019-06-23,Kharif,38.6,27.0,67.9,58.8,9.9,305.7,3.5
Odisha,2020-06-28,Kharif,39.4,32.9,61.4,29.2,16.8,187.2,4.56
Manipur,2019-05-01,Zaid,28.3,24.1,74.3,0.0,20.1,252.1,2.37
Karnataka,2022-03-03,Rabi,32.2,26.1,65.7,0.0,22.9,300.6,4.93
Nagaland,2021-01-05,Rabi,30.9,24.4,61.6,50.0,20.4,264.0,4.28
Jharkhand,2022-04-14,Zaid,30.4,19.4,63.8,61.0,13.0,263.6,4.83
Jharkhand,2020-06-04,Kharif,30.0,18.2,55.5,46.5,29.5,333.1,4.97
Rajasthan,2019-08-28,Kharif,23.4,17.9,41.1,4.6,18.0,282.0,4.37
Karnataka,2020-08-22,Kharif,21.7,13.4,55.6,49.3,9.6,236.9,4.55
Kerala,2019-04-23,Zaid,35.1,24.9,82.5,25.4,23.5,190.2,3.68
Dadra and Nagar Haveli,2020-02-09,Rabi,26.6,19.9,56.8,40.4,31.7,172.2,6.12
Lakshadweep,2020-04-07,Zaid,40.0,34.0,63.3,3.5,8.9,252.0,6.15
Karnataka,2020-03-17,Rabi,41.4,35.1,61.4,42.4,19.9,159.0,2.96
Punjab,2020-11-05,Rabi,33.5,26.0,68.2,0.0,17.7,291.6,2.95
Uttar Pradesh,2019-04-17,Zaid,27.9,20.5,65.6,46.4,17.4,233.6,6.01
Jharkhand,2020-12-08,Rabi,31.1,21.8,58.7,64.1,16.0,295.4,5.33
Ladakh,2022-04-14,Zaid,38.3,32.7,26.4,51.2,13.5,248.7,4.59
Haryana,2021-05-12,Zaid,32.5,20.8,59.2,26.4,26.7,308.0,4.37
Meghalaya,2022-04-09,Zaid,47.1,42.8,65.5,40.5,15.4,295.9,5.46
Goa,2019-12-17,Rabi,27.4,20.2,50.8,44.1,28.2,311.3,6.15
Rajasthan,2022-06-14,Kharif,43.5,32.4,15.0,0.7,9.4,193.4,5.98
Manipur,2022-03-09,Rabi,33.8,22.1,64.8,0.0,22.7,322.6,5.07
Ladakh,2020-04-17,Zaid,27.6,22.5,63.9,41.2,18.9,212.1,5.51
Nagaland,2022-04-19,Zaid,32.7,26.7,68.2,89.5,17.0,329.4,5.23
Bihar,2020-03-06,Rabi,34.3,24.9,74.6,66.9,20.4,198.5,1.81
Andaman and Nicobar Islands,2022-08-16,Kharif,26.1,17.6,52.8,3.3,27.0,213.0,4.49
Dadra and Nagar Haveli,2019-03-24,Rabi,30.2,23.5,38.2,49.3,6.9,239.3,5.05
Kerala,2022-01-08,Rabi,30.5,22.8,78.5,59.0,1.2,203.4,4.09
Goa,2020-07-30,Kharif,13.7,8.6,65.1,42.7,23.7,236.0,5.61
West Bengal,2022-05-17,Zaid,28.2,17.6,54.3,66.1,17.0,254.2,3.6
Delhi,2019-03-17,Rabi,32.8,23.9,53.6,126.1,7.5,285.1,3.94
Dadra and Nagar Haveli,2022-10-15,Kharif,24.1,17.7,55.5,23.8,35.3,190.1,4.76
Rajasthan,2020-11-18,Rabi,39.3,30.1,32.0,4.7,22.0,317.5,5.6
West Bengal,2020-03-14,Rabi,35.8,29.9,63.0,39.2,27.3,266.4,5.45
Arunachal Pradesh,2022-05-04,Zaid,30.3,24.8,66.9,11.7,18.1,319.7,5.23
Haryana,2021-10-24,Kharif,13.7,6.5,59.3,35.0,22.4,198.9,7.79
Meghalaya,2021-09-10,Kharif,18.4,9.9,55.1,44.0,34.5,223.0,3.75
Tripura,2022-10-26,Kharif,20.4,10.3,46.2,63.7,19.5,178.8,4.73
Chhattisgarh,2020-10-24,Kharif,21.4,15.8,37.7,45.3,11.4,127.9,5.2
Sikkim,2022-10-14,Kharif,26.7,19.3,62.7,49.2,14.7,230.5,4.73
Dadra and Nagar Haveli,2019-04-01,Zaid,42.1,33.2,53.4,19.9,16.2,250.2,4.95
Assam,2021-05-19,Zaid,33.8,22.4,99.0,196.7,20.6,385.6,3.26
Assam,2020-05-20,Zaid,31.0,19.3,67.1,26.8,11.0,296.5,5.9
Delhi,2020-07-24,Kharif,26.4,15.6,46.7,24.0,18.2,367.1,3.91
Madhya Pradesh,2022-10-08,Kharif,30.4,25.4,49.3,107.7,13.1,240.1,7.64
Meghalaya,2020-03-17,Rabi,34.8,23.4,59.5,40.4,15.6,315.1,5.51
Punjab,2022-09-11,Kharif,29.7,24.8,41.0,10.7,6.0,273.4,5.38
Odisha,2019-12-21,Rabi,26.7,18.4,61.7,82.2,28.2,218.1,5.04
Gujarat,2022-06-03,Kharif,33.7,26.5,71.3,47.9,29.3,246.1,5.42
Mizoram,2020-11-09,Rabi,22.0,14.9,77.4,55.3,0.0,218.1,5.74
Punjab,2020-06-06,Kharif,25.0,14.6,65.6,0.0,9.2,223.6,3.65
Kerala,2022-07-15,Kharif,27.1,15.9,74.3,31.8,6.7,186.6,3.41
Arunachal Pradesh,2022-12-18,Rabi,28.9,19.8,58.7,17.8,9.5,266.7,5.61
West Bengal,2020-07-15,Kharif,31.4,25.4,73.7,45.6,18.4,350.6,6.0
Meghalaya,2019-10-26,Kharif,23.1,15.5,65.4,15.8,12.1,191.0,3.48
Haryana,2020-11-28,Rabi,26.3,21.0,54.8,73.3,19.0,304.7,5.08
Dadra and Nagar Haveli,2021-01-06,Rabi,33.8,25.4,66.6,30.0,32.9,328.2,5.14
Dadra and Nagar Haveli,2020-01-04,Rabi,30.4,26.1,70.0,0.0,8.0,257.7,2.92
Goa,2019-04-22,Zaid,34.5,23.2,54.4,93.0,7.5,258.6,1.78
Punjab,2022-08-09,Kharif,38.7,33.9,56.0,17.2,19.3,159.9,3.87
Goa,2021-05-11,Zaid,27.2,17.2,64.6,44.4,17.7,191.2,4.01
Ladakh,2020-07-07,Kharif,29.8,23.2,54.9,39.5,18.4,235.3,4.74
Punjab,2022-07-26,Kharif,29.9,23.9,48.0,16.6,26.3,200.7,3.51
Uttar Pradesh,2019-08-07,Kharif,27.4,20.7,66.7,47.2,16.0,324.4,3.67
Sikkim,2020-05-10,Zaid,32.5,26.2,56.7,40.2,21.3,84.5,3.8
Andhra Pradesh,2019-08-01,Kharif,31.0,20.1,54.2,47.3,23.0,308.8,4.11
Andhra Pradesh,2019-03-22,Rabi,49.8,42.5,40.6,42.9,36.0,258.5,6.04
Bihar,2020-11-06,Rabi,23.5,17.9,59.1,1.5,14.9,252.1,5.28
Arunachal Pradesh,2019-12-19,Rabi,32.7,23.0,64.4,77.3,14.6,282.5,4.26
Manipur,2022-06-18,Kharif,31.6,20.5,62.7,78.9,18.0,112.7,4.49
Himachal Pradesh,2022-05-20,Zaid,35.2,30.0,63.7,58.3,30.4,269.7,2.22
Puducherry,2021-07-15,Kharif,28.1,16.3,66.4,66.4,25.9,165.0,2.83
Jammu and Kashmir,2020-02-16,Rabi,34.9,30.3,53.1,0.0,7.2,262.3,3.46
Gujarat,2022-08-07,Kharif,26.5,18.7,78.3,6.7,19.4,317.0,3.9
Meghalaya,2020-06-14,Kharif,31.4,20.9,57.3,44.4,15.9,297.2,4.93
Bihar,2021-02-16,Rabi,34.3,28.5,49.4,26.3,28.7,222.7,5.44
Uttarakhand,2020-12-07,Rabi,34.9,25.2,51.0,59.4,34.2,285.4,7.3
Goa,2019-06-01,Kharif,33.1,25.6,76.0,66.4,18.6,179.7,5.88
Dadra and Nagar Haveli,2021-08-04,Kharif,26.6,17.4,54.5,79.0,20.8,213.4,4.35
Gujarat,2019-06-09,Kharif,34.2,22.4,55.5,28.4,15.9,216.2,4.87
Delhi,2021-06-17,Kharif,24.0,17.5,65.2,32.8,11.2,279.5,4.11
Uttar Pradesh,2021-07-03,Kharif,34.0,28.1,66.2,26.5,24.2,244.0,6.77
West Bengal,2020-03-10,Rabi,34.7,28.7,53.4,84.2,18.4,216.8,5.48
Uttarakhand,2019-09-15,Kharif,21.1,9.6,63.9,15.6,21.9,227.8,6.17
Maharashtra,2022-09-29,Kharif,22.8,14.1,54.5,58.0,10.1,231.4,6.99
Telangana,2022-07-20,Kharif,30.8,25.3,75.3,52.5,28.4,226.8,3.15
Karnataka,2019-09-09,Kharif,30.2,25.2,61.3,68.1,5.8,283.5,1.9
Madhya Pradesh,2020-07-14,Kharif,25.3,19.3,61.5,3.2,8.7,191.3,3.3
Arunachal Pradesh,2022-01-24,Rabi,26.0,21.1,45.0,131.7,16.2,157.0,5.61
Lakshadweep,2022-01-26,Rabi,37.3,27.6,54.5,57.0,20.2,201.9,2.92
Himachal Pradesh,2021-08-13,Kharif,20.6,10.5,71.4,27.6,17.3,210.1,4.49
Uttarakhand,2022-08-04,Kharif,20.9,12.4,55.5,70.7,13.6,241.1,4.36
Meghalaya,2022-03-14,Rabi,37.3,26.9,71.4,45.5,19.1,234.6,5.28
Mizoram,2020-08-24,Kharif,23.8,16.3,49.0,41.7,19.2,243.0,3.43
Bihar,2019-05-25,Zaid,21.0,9.1,62.1,24.6,15.6,102.4,3.92
Maharashtra,2021-07-07,Kharif,34.4,30.3,57.9,67.9,15.4,254.3,5.26
Meghalaya,2021-05-27,Zaid,42.5,36.8,66.6,35.8,12.8,149.3,3.77
Madhya Pradesh,2019-06-28,Kharif,39.5,34.3,53.3,83.3,24.2,207.0,5.08
