Nitrogen,Phosphorus,Potassium,Temperature,Humidity,pH_Value,Rainfall,SoilType,OrganicMatter,ElecConductivity,Zinc_ppm,Crop
69.74,58.21,81.71,28.47,81.91,7.22,105.7,Sandy,2.087,0.476,1.754,Sugarcane
42.7,74.75,89.96,17.62,48.64,7.176,68.4,Sandy,1.895,0.793,0.696,ChickPea
20.74,66.27,81.98,16.8,61.44,5.967,71.3,Laterite,2.239,1.247,1.648,KidneyBeans
89.66,40.92,47.86,24.11,78.59,6.857,257.7,Black,2.104,1.119,0.77,Rice
51.54,61.27,15.64,33.35,68.61,6.908,70.5,Sandy,1.628,0.669,0.981,Blackgram
148.7,47.28,38.46,22.28,82.82,7.304,77.5,Laterite,2.57,1.017,1.208,Cotton
66.3,36.31,32.46,24.4,61.14,7.232,84.5,Red,2.237,0.896,1.541,Sunflower
15.53,70.25,14.02,14.93,52.97,7.472,56.4,Sandy,1.644,1.031,1.697,Lentil
67.21,59.18,96.07,24.15,81.32,6.353,176.5,Loamy,2.598,1.016,1.479,Turmeric
88.91,49.3,124.47,28.12,81.28,6.149,211.3,Sandy,1.083,0.921,1.687,Turmeric
16.3,74.18,13.13,18.89,57.66,7.247,44.1,Sandy,2.78,0.517,1.412,Lentil
106.33,38.74,38.44,23.91,76.29,7.573,83.3,Red,2.132,0.284,1.288,Cotton
87.31,57.91,121.61,22.82,79.48,6.39,191.2,Alluvial,3.259,1.795,1.813,Turmeric
40.67,65.53,15.61,30.82,66.1,6.767,76.0,Laterite,0.914,0.808,0.726,Blackgram
80.33,41.01,30.59,19.22,66.75,6.52,97.0,Alluvial,2.033,1.109,2.173,Sunflower
76.95,67.32,118.01,25.08,81.14,6.101,200.3,Laterite,2.554,0.1,0.919,Turmeric
22.39,137.01,226.03,21.37,93.74,5.509,124.9,Black,2.068,0.823,1.267,Apple
21.99,138.19,198.29,27.24,77.19,5.442,84.8,Alluvial,1.573,0.773,0.806,Grapes
23.73,31.33,35.63,31.95,53.08,6.221,108.5,Alluvial,2.945,0.87,1.494,Mango
52.49,52.17,38.54,23.78,76.72,6.615,158.8,Clay,2.037,0.629,0.894,Jute
33.37,63.32,15.28,34.66,64.17,6.705,60.1,Alluvial,2.49,1.188,1.214,Blackgram
116.61,44.58,52.25,23.66,84.69,6.87,69.8,Clay,1.849,0.575,1.38,Cotton
73.13,42.67,46.22,15.9,52.03,7.034,68.0,Loamy,2.075,0.609,0.781,Mustard
22.93,32.49,42.5,32.74,48.36,5.598,112.2,Red,2.366,0.172,2.328,Mango
83.79,42.88,35.02,26.44,77.94,6.251,168.6,Black,2.527,0.894,1.858,Jute
87.46,38.61,33.34,23.48,82.74,5.929,201.2,Laterite,1.357,0.872,1.118,Rice
70.63,55.41,44.3,15.64,66.68,7.003,145.4,Red,2.449,1.6,1.16,Wheat
72.09,45.07,44.13,19.51,65.79,6.937,134.7,Laterite,2.181,0.341,1.61,Wheat
89.74,50.39,50.32,21.74,63.72,6.126,114.7,Alluvial,1.747,0.899,1.068,Maize
68.35,50.43,33.23,24.52,81.64,6.309,185.9,Red,2.045,0.552,1.488,Jute
20.94,60.64,14.16,16.58,55.32,6.681,43.6,Black,2.771,0.622,0.763,Lentil
19.25,73.28,14.83,18.7,56.86,6.736,51.7,Black,1.155,0.804,1.798,Lentil
15.03,142.36,208.7,20.45,88.97,5.315,112.9,Sandy,1.86,0.825,1.532,Apple
80.75,39.58,45.53,19.65,64.09,7.292,63.3,Alluvial,2.893,0.69,1.396,Mustard
13.63,62.89,10.62,18.67,64.34,7.096,47.3,Black,1.678,0.445,0.944,Lentil
24.53,140.31,203.68,26.65,91.38,5.465,91.1,Red,1.999,0.324,0.891,Apple
71.91,38.75,89.82,23.77,74.53,6.73,76.2,Clay,2.924,1.176,0.894,Onion
27.51,31.28,29.83,31.71,46.8,5.977,118.4,Loamy,1.543,0.754,1.024,Mango
102.86,48.18,112.88,23.38,86.67,6.518,154.1,Loamy,2.779,0.458,0.64,Ginger
98.23,67.5,77.76,28.38,82.6,7.153,107.8,Sandy,2.271,0.789,0.743,Sugarcane
124.0,48.7,48.98,27.63,85.94,6.835,93.6,Laterite,2.394,1.048,1.753,Cotton
18.68,49.49,19.1,19.89,61.65,6.553,44.8,Loamy,1.569,0.881,1.144,Lentil
16.97,65.5,20.31,18.24,58.57,7.102,51.4,Laterite,1.42,0.669,2.131,Lentil
105.31,43.82,105.43,25.99,83.87,6.498,192.9,Alluvial,2.227,0.714,1.154,Ginger
92.35,56.31,126.54,22.76,84.82,6.067,191.2,Alluvial,1.981,0.712,1.569,Turmeric
71.62,42.45,71.74,24.42,69.99,6.55,71.6,Red,2.709,0.266,0.97,Onion
25.09,49.9,36.1,33.66,64.99,6.695,105.5,Laterite,2.366,0.664,0.897,Groundnut
51.73,72.03,15.1,27.37,66.72,6.573,67.0,Clay,2.135,1.185,1.384,Blackgram
28.05,55.61,40.68,18.61,60.97,6.194,95.6,Sandy,2.112,0.98,1.163,Soybean
22.78,50.73,77.91,24.8,52.9,6.995,64.2,Red,1.825,0.951,1.484,MothBeans
63.01,53.67,45.2,28.9,72.29,7.348,83.1,Sandy,2.098,0.456,1.074,Sunflower
118.61,59.24,100.66,17.87,78.03,5.901,136.0,Black,3.279,0.523,0.359,Potato
30.27,12.57,24.39,28.04,95.5,5.212,138.4,Black,2.761,1.025,0.679,Coconut
12.99,68.56,16.01,18.35,60.38,6.993,46.0,Laterite,2.166,0.703,1.647,Lentil
61.23,38.82,77.9,23.9,79.23,6.162,72.1,Loamy,2.63,1.008,1.85,Onion
11.93,29.49,33.9,34.72,43.14,6.359,121.3,Alluvial,2.37,0.488,1.784,Mango
15.1,15.91,35.91,25.53,94.38,5.969,144.4,Red,1.657,0.797,0.999,Coconut
85.17,46.79,34.42,24.02,75.71,6.669,61.5,Clay,1.808,0.925,1.301,Sunflower
17.13,33.28,37.85,27.76,68.38,6.386,31.2,Sandy,2.446,0.518,1.356,MungBean
89.57,44.37,83.28,22.75,64.11,6.27,66.2,Red,2.336,1.428,0.921,Onion
24.73,130.27,200.05,20.05,82.92,6.066,71.2,Sandy,2.265,1.45,0.905,Grapes
50.21,60.69,20.12,28.81,70.32,6.736,83.4,Sandy,2.584,0.665,1.939,Blackgram
58.92,36.38,98.4,26.74,75.23,6.749,66.0,Clay,0.959,0.849,0.702,Onion
77.87,64.16,65.94,24.83,74.26,5.913,62.3,Clay,2.552,0.434,1.533,Tomato
79.98,48.83,42.85,23.55,68.85,6.322,83.1,Alluvial,1.566,0.874,1.208,Sunflower
30.83,42.69,80.19,17.51,61.2,7.293,48.4,Sandy,2.115,0.631,1.988,ChickPea
22.42,14.27,27.69,26.68,88.85,5.485,156.5,Black,2.351,0.299,2.006,Coconut
22.29,19.12,29.38,27.03,86.53,5.52,155.6,Red,3.433,1.03,1.095,Coconut
72.9,33.88,35.85,23.57,76.3,7.198,94.0,Loamy,1.992,0.718,0.803,Sunflower
124.24,52.73,89.97,23.63,84.17,6.197,186.6,Clay,1.851,1.147,0.898,Ginger
46.59,79.3,22.96,29.91,68.0,6.824,83.7,Loamy,2.238,1.281,1.86,Blackgram
16.99,72.37,18.65,15.57,58.94,6.744,44.3,Alluvial,2.531,1.11,1.65,Lentil
15.62,50.01,102.88,26.92,56.66,6.755,53.5,Sandy,1.95,0.962,1.359,MothBeans
46.74,57.31,39.92,21.15,63.74,6.791,89.2,Alluvial,1.556,0.919,0.79,Soybean
47.61,50.04,40.68,23.55,58.34,6.994,72.6,Laterite,2.95,1.464,0.943,Soybean
23.4,63.81,21.66,19.5,64.96,6.368,44.4,Sandy,2.557,0.696,0.939,Lentil
24.36,26.89,42.61,30.43,49.95,5.664,108.3,Black,1.819,0.1,0.96,Mango
19.48,58.98,70.81,27.88,56.79,6.731,42.2,Clay,1.621,0.747,1.159,MothBeans
96.18,61.67,76.66,26.97,78.71,6.836,131.5,Red,2.708,0.868,1.351,Sugarcane
22.22,31.76,29.32,30.97,47.17,6.088,126.7,Loamy,3.827,0.248,0.802,Mango
87.41,43.19,103.84,22.53,74.15,6.713,90.5,Loamy,2.259,0.983,1.127,Onion
18.49,19.7,29.64,26.21,94.93,5.402,155.8,Black,1.465,1.209,1.305,Coconut
23.26,137.76,209.91,22.05,93.39,5.732,106.9,Sandy,2.552,0.895,1.586,Apple
32.1,147.53,202.37,21.58,98.05,5.782,142.8,Laterite,1.83,0.441,0.691,Apple
90.53,28.19,33.16,22.67,76.12,7.223,80.0,Black,2.215,1.168,1.12,Sunflower
78.15,74.1,131.95,24.7,83.35,6.38,217.3,Red,2.159,0.764,0.959,Turmeric
96.06,72.95,45.16,25.55,77.74,6.1,102.7,Sandy,1.565,0.519,1.21,Banana
80.03,51.89,40.75,14.49,71.83,6.383,132.2,Black,1.715,0.555,1.641,Wheat
91.44,48.12,79.46,27.02,71.01,6.782,73.2,Loamy,2.055,1.109,1.468,Onion
16.56,21.96,42.25,29.14,93.09,6.118,134.0,Laterite,1.102,0.551,0.969,Coconut
33.21,70.21,81.76,17.5,56.2,6.258,75.0,Laterite,2.242,0.801,1.173,KidneyBeans
18.99,58.55,38.07,26.76,71.63,6.953,65.0,Alluvial,2.103,0.918,1.723,Groundnut
78.23,43.6,39.0,21.82,69.31,6.361,135.9,Loamy,2.499,0.393,1.302,Maize
81.71,38.42,34.66,24.15,72.2,6.742,101.5,Clay,1.924,0.771,1.321,Sunflower
27.54,35.38,43.98,26.75,61.45,6.797,27.5,Alluvial,0.94,0.633,0.973,MungBean
85.01,33.32,30.96,22.18,82.84,6.561,220.2,Alluvial,2.065,0.489,0.444,Rice
89.94,44.33,38.07,23.53,80.1,6.979,164.6,Alluvial,2.602,0.97,0.692,Jute
24.6,17.39,31.74,26.85,95.92,5.647,148.8,Laterite,3.091,0.829,0.939,Coconut
17.46,131.39,187.44,19.99,95.17,6.134,128.9,Alluvial,1.406,1.044,0.522,Apple
92.26,61.64,116.67,23.88,76.19,6.288,184.8,Alluvial,1.854,1.122,1.099,Turmeric
15.74,60.96,83.41,29.06,54.16,5.721,64.7,Laterite,1.617,1.136,1.02,PigeonPeas
25.99,68.8,79.66,26.84,51.95,6.174,94.9,Laterite,2.825,0.643,1.474,PigeonPeas
69.24,72.02,85.85,25.94,77.3,6.763,147.4,Red,2.778,0.627,0.839,Sugarcane
52.05,60.36,77.18,18.59,54.93,7.397,84.7,Laterite,2.542,0.922,0.914,ChickPea
126.5,62.9,105.74,22.4,79.45,5.78,178.6,Laterite,2.837,0.488,1.7,Potato
78.74,52.47,121.34,26.35,81.54,6.26,224.8,Sandy,2.842,0.856,1.096,Turmeric
110.05,62.88,74.32,28.63,82.82,7.643,78.1,Loamy,0.783,1.109,1.23,Sugarcane
25.58,47.51,62.45,30.25,47.32,7.066,49.4,Black,2.355,0.341,0.52,MothBeans
20.52,39.53,43.1,33.4,58.07,6.923,59.1,Alluvial,2.565,0.446,1.349,MungBean
97.78,63.91,40.49,17.09,68.26,6.336,120.7,Red,1.731,0.871,1.719,Wheat
87.83,76.42,81.82,25.71,76.65,6.849,121.9,Loamy,1.655,0.915,0.436,Sugarcane
88.99,71.82,72.28,29.03,81.7,6.481,97.7,Black,3.545,0.53,0.968,Sugarcane
18.95,15.0,32.16,27.23,93.75,5.794,141.7,Clay,3.576,0.544,0.919,Coconut
111.24,58.56,108.37,22.74,82.49,5.701,140.3,Sandy,2.32,1.0,2.007,Ginger
73.42,43.86,58.2,21.44,72.32,6.346,78.1,Alluvial,3.046,0.821,1.025,Onion
28.05,25.54,22.63,28.63,92.38,5.904,131.5,Sandy,2.423,1.233,0.967,Coconut
26.0,53.46,75.31,20.25,57.27,6.057,68.4,Red,1.498,1.274,1.31,KidneyBeans
118.06,79.66,93.85,15.01,80.51,5.974,113.1,Red,1.536,0.721,0.791,Potato
70.13,41.17,46.19,24.12,76.21,6.82,74.0,Laterite,1.932,0.731,1.552,Sunflower
27.7,45.09,38.87,25.56,64.97,7.114,46.0,Loamy,1.25,0.596,1.784,MungBean
63.88,54.27,44.97,25.32,65.64,6.09,80.5,Loamy,2.387,1.013,2.03,Maize
42.83,37.42,43.58,25.32,68.67,6.622,104.2,Red,2.182,1.189,1.328,Soybean
93.89,72.25,109.39,15.59,79.93,5.65,151.9,Clay,2.438,1.239,0.393,Potato
25.38,76.98,70.77,23.14,57.73,5.319,76.3,Alluvial,0.962,0.396,0.473,KidneyBeans
138.48,39.89,54.3,24.14,80.78,6.648,62.5,Alluvial,2.183,0.987,0.904,Cotton
89.18,55.05,45.07,20.59,67.89,6.04,87.2,Laterite,3.124,1.039,1.13,Maize
21.23,71.93,16.68,17.29,62.22,6.456,47.2,Alluvial,2.709,0.629,0.748,Lentil
14.15,141.12,242.93,20.48,91.29,5.677,93.0,Loamy,2.118,0.985,1.442,Apple
36.48,53.08,33.47,27.92,60.65,5.902,74.1,Red,2.423,0.998,1.524,Soybean
98.79,56.92,65.22,26.4,87.68,6.622,136.7,Laterite,2.706,0.721,1.461,Sugarcane
124.84,58.81,42.07,24.21,81.17,6.891,85.4,Red,2.949,0.735,1.358,Cotton
68.8,42.96,78.85,22.68,78.06,6.339,54.9,Laterite,1.948,1.124,1.117,Onion
21.65,30.19,34.45,29.13,51.09,5.892,106.2,Sandy,1.565,1.178,0.406,Mango
66.59,43.7,44.3,14.26,51.27,6.814,76.5,Loamy,2.736,1.069,0.761,Mustard
81.68,63.92,78.8,23.39,69.0,6.254,87.0,Sandy,2.002,0.403,0.673,Tomato
82.09,70.53,125.26,22.85,81.73,6.301,206.8,Alluvial,1.537,0.524,0.582,Turmeric
118.15,85.0,52.01,26.57,73.57,6.226,112.5,Clay,1.13,0.611,1.907,Banana
18.0,41.01,45.89,26.32,66.02,7.035,58.7,Sandy,2.36,0.737,1.055,MungBean
105.49,42.46,48.75,24.47,76.9,6.956,66.3,Black,2.385,0.962,0.746,Cotton
96.3,50.6,26.7,22.83,72.64,6.603,172.5,Alluvial,1.032,0.679,1.807,Jute
20.35,19.17,24.29,28.1,97.45,5.805,133.7,Alluvial,1.125,0.954,1.618,Coconut
57.96,31.33,26.3,24.12,70.82,6.799,62.4,Black,2.223,1.417,1.031,Sunflower
89.07,55.78,114.11,23.55,82.38,6.271,194.8,Alluvial,2.394,0.696,0.825,Turmeric
24.74,28.72,19.7,32.26,46.54,5.97,89.5,Red,1.105,0.897,1.023,Mango
18.43,23.64,29.36,30.92,43.05,5.842,128.5,Clay,2.18,0.975,0.613,Mango
101.57,45.58,45.42,23.26,64.56,6.354,96.7,Alluvial,1.588,0.277,1.115,Maize
67.18,56.47,57.7,22.06,63.82,5.886,121.4,Red,1.935,0.849,1.371,Maize
23.08,43.55,39.72,23.32,65.69,6.436,49.4,Clay,1.08,0.797,1.295,MungBean
78.85,50.78,117.53,25.71,82.13,6.115,208.4,Loamy,1.303,1.184,1.046,Turmeric
31.4,77.86,18.99,27.99,66.1,6.883,74.8,Clay,1.879,0.272,1.135,Blackgram
74.59,42.84,38.47,20.88,84.69,6.528,217.5,Loamy,1.979,1.09,1.892,Rice
93.81,59.87,84.01,28.86,85.1,6.224,169.7,Clay,1.933,0.769,0.73,Turmeric
17.78,17.81,32.55,30.68,94.73,5.882,159.8,Clay,3.443,1.334,1.841,Coconut
26.91,51.56,37.84,34.05,66.03,6.737,43.4,Red,2.107,0.473,1.38,MungBean
32.4,46.18,35.94,26.92,61.88,6.285,91.4,Red,2.315,0.997,0.877,Groundnut
26.07,127.57,220.69,22.55,82.63,5.287,63.7,Black,3.003,1.012,1.66,Grapes
126.68,71.81,72.08,15.7,84.59,5.579,164.4,Red,2.535,0.724,0.946,Potato
63.36,54.38,38.83,21.38,65.45,6.378,98.5,Sandy,2.173,0.63,1.555,Maize
76.74,38.72,74.49,26.31,66.49,6.838,68.3,Laterite,2.019,0.149,2.038,Onion
110.77,47.59,96.17,13.26,75.16,5.684,162.9,Sandy,3.027,1.127,1.089,Potato
77.67,46.39,46.02,22.03,77.04,6.489,135.2,Sandy,1.789,1.042,1.164,Jute
23.32,18.36,21.61,24.62,87.05,5.803,130.5,Laterite,1.702,0.655,1.355,Coconut
18.16,61.13,74.32,20.51,60.51,6.248,64.2,Alluvial,3.01,0.632,1.822,KidneyBeans
20.94,63.84,21.22,18.07,63.0,7.386,39.6,Sandy,2.421,0.736,2.036,Lentil
108.41,58.42,77.66,26.97,75.85,7.232,97.2,Laterite,1.887,0.656,1.247,Sugarcane
43.13,57.01,11.49,30.11,73.32,6.743,76.8,Alluvial,2.084,0.571,1.773,Blackgram
41.51,62.98,76.4,19.83,51.41,6.837,60.8,Loamy,2.587,0.878,1.199,ChickPea
81.97,52.22,49.99,22.71,63.62,6.082,88.5,Sandy,3.495,0.833,1.154,Maize
93.15,76.64,49.13,26.8,72.55,6.467,107.8,Sandy,1.215,1.003,1.614,Banana
41.36,59.15,38.16,26.44,70.43,6.637,95.6,Clay,2.158,0.459,0.789,Soybean
92.81,74.34,55.13,28.15,77.43,6.345,109.1,Laterite,2.292,0.55,0.987,Banana
22.93,50.39,86.29,28.61,47.63,7.267,62.2,Loamy,2.263,0.586,0.856,MothBeans
19.38,48.54,34.33,26.13,62.07,7.104,44.8,Loamy,2.215,1.155,1.132,MungBean
133.1,49.44,48.76,23.34,77.36,7.014,66.0,Red,2.064,0.876,1.011,Cotton
89.51,44.71,41.24,19.17,74.49,6.751,119.3,Laterite,1.63,0.87,1.674,Wheat
89.31,42.62,45.53,20.94,81.79,6.64,265.2,Black,2.617,0.371,1.126,Rice
12.27,135.68,179.86,22.89,89.88,5.936,95.1,Red,2.985,0.992,1.385,Apple
113.56,39.17,59.31,21.55,78.47,6.92,76.0,Black,3.336,0.883,1.104,Cotton
27.91,149.99,201.41,23.64,91.55,5.126,110.8,Red,1.95,0.865,0.893,Apple
37.71,56.97,44.23,22.87,69.74,6.126,96.2,Loamy,3.104,0.535,1.463,Soybean
25.2,8.2,38.1,27.92,93.81,6.358,122.9,Black,2.311,1.053,1.195,Coconut
21.63,68.86,73.34,23.53,42.27,6.169,105.4,Alluvial,2.68,0.877,0.993,PigeonPeas
17.42,128.85,202.25,18.72,94.41,5.332,115.6,Sandy,2.678,0.976,1.549,Apple
18.87,10.42,25.93,25.9,93.41,5.533,146.9,Loamy,2.73,0.418,1.145,Coconut
41.54,61.66,87.49,18.41,50.87,6.951,57.1,Loamy,2.084,0.767,0.99,ChickPea
67.32,22.11,54.49,24.31,66.95,6.26,81.2,Sandy,3.542,0.76,1.698,Maize
24.4,50.5,64.33,30.23,48.43,6.426,59.4,Black,1.138,0.151,0.7,MothBeans
96.35,69.23,76.02,22.79,83.34,7.091,100.2,Red,1.616,0.469,0.744,Sugarcane
16.48,29.8,33.38,30.77,46.72,5.604,109.8,Loamy,0.981,0.615,0.73,Mango
106.34,88.26,50.59,26.72,76.6,6.017,113.0,Black,1.528,0.918,0.876,Banana
21.42,58.57,86.06,19.58,63.41,6.309,86.9,Loamy,1.173,0.332,1.374,KidneyBeans
130.46,61.88,98.85,21.73,80.01,5.6,130.8,Alluvial,1.62,1.098,0.87,Potato
103.8,57.26,83.23,22.63,83.55,6.393,183.3,Alluvial,2.161,0.348,0.957,Ginger
101.51,58.97,109.48,26.6,86.65,6.139,204.7,Clay,1.417,0.919,1.25,Turmeric
76.59,48.34,84.89,25.15,68.44,6.388,76.7,Sandy,2.955,0.818,0.568,Onion
22.55,119.48,200.72,20.38,95.69,5.773,114.0,Red,2.085,0.896,1.084,Apple
63.1,62.15,63.36,20.52,64.83,6.096,103.5,Laterite,2.512,0.535,0.975,Maize
91.45,64.62,120.75,28.02,86.21,6.41,192.8,Alluvial,2.427,1.046,0.896,Turmeric
21.92,61.87,40.7,27.51,61.11,6.126,108.0,Sandy,2.723,0.781,1.542,Groundnut
101.0,46.22,99.59,19.47,79.58,6.302,186.1,Sandy,2.272,0.446,1.19,Ginger
19.69,61.74,84.02,21.31,56.94,6.078,72.2,Clay,2.361,0.954,0.897,KidneyBeans
85.36,69.15,110.27,27.78,84.29,7.03,182.2,Sandy,2.737,0.815,1.653,Turmeric
23.09,77.78,76.23,25.22,52.19,6.259,89.6,Black,2.658,0.274,0.602,PigeonPeas
122.75,45.24,86.35,19.37,81.48,6.008,193.3,Laterite,2.859,0.745,0.599,Ginger
122.96,58.59,94.58,22.18,79.59,5.753,127.4,Red,2.28,0.882,0.606,Potato
22.31,137.18,213.85,23.88,85.03,5.907,84.2,Clay,2.4,0.277,1.067,Grapes
72.91,48.87,32.1,17.87,55.84,7.495,86.4,Alluvial,2.187,0.941,1.188,Mustard
24.21,129.87,197.22,24.44,78.21,5.771,64.6,Sandy,3.303,0.212,0.73,Grapes
61.22,52.22,38.58,20.95,73.55,6.753,83.7,Red,2.266,0.989,1.228,Sunflower
81.33,31.65,39.18,18.56,58.56,7.561,75.4,Red,2.276,1.109,1.454,Mustard
74.43,51.66,50.19,21.01,60.54,5.905,103.5,Laterite,2.349,0.997,1.102,Maize
107.78,78.87,74.17,22.71,86.12,7.092,124.4,Clay,2.609,0.969,0.587,Sugarcane
27.04,118.89,201.77,18.48,88.51,5.41,105.7,Black,2.556,0.715,0.737,Apple
63.93,44.16,34.86,26.98,77.51,7.047,149.7,Sandy,3.053,0.688,0.854,Jute
68.99,44.28,43.95,14.14,68.96,7.394,76.4,Alluvial,2.987,0.652,1.52,Mustard
31.69,69.63,61.07,20.19,54.76,7.297,49.1,Laterite,2.763,0.578,0.986,ChickPea
29.2,69.07,22.55,29.96,71.5,6.561,82.0,Loamy,2.409,0.507,1.147,Blackgram
16.78,55.5,24.29,26.76,66.04,6.334,83.4,Red,2.974,0.1,0.982,Groundnut
89.94,34.63,43.38,23.34,84.13,6.522,248.4,Laterite,2.004,1.211,1.134,Rice
81.07,43.26,34.36,17.68,65.69,7.214,108.3,Black,3.176,1.004,1.597,Wheat
77.3,66.3,92.02,21.24,67.69,5.741,69.9,Sandy,2.038,0.53,1.758,Tomato
90.25,33.41,107.17,17.96,84.25,6.597,144.8,Laterite,3.462,0.684,1.63,Ginger
24.11,50.07,43.06,29.28,58.59,6.805,94.2,Sandy,2.902,0.9,0.653,Groundnut
87.69,51.67,46.83,22.63,69.46,6.251,109.8,Laterite,1.56,0.806,0.847,Maize
49.45,65.16,16.3,34.74,64.59,6.807,57.8,Alluvial,1.334,0.843,1.877,Blackgram
71.9,42.28,77.85,23.44,70.5,6.616,68.3,Alluvial,1.412,1.028,0.935,Onion
105.05,61.19,83.6,28.1,74.92,6.403,102.7,Clay,2.219,0.76,0.693,Sugarcane
73.36,63.94,72.06,26.66,78.0,6.998,117.3,Clay,2.21,1.011,1.421,Sugarcane
14.98,144.67,231.61,23.04,90.82,6.193,105.1,Black,2.062,0.528,1.178,Apple
106.46,47.36,50.67,23.85,86.74,7.284,68.9,Sandy,2.124,1.051,1.777,Cotton
31.13,75.53,79.98,18.11,56.37,7.202,59.6,Sandy,2.363,0.399,0.479,ChickPea
20.14,57.3,19.6,16.42,56.99,6.612,41.8,Clay,2.078,0.837,1.244,Lentil
19.69,148.84,201.97,23.17,91.0,5.563,106.3,Sandy,3.026,0.224,1.201,Apple
114.3,39.74,49.66,25.28,87.07,7.234,96.8,Black,1.675,0.545,1.835,Cotton
94.54,34.53,37.35,27.05,81.68,6.27,199.0,Loamy,2.429,0.83,1.245,Jute
114.72,71.23,52.56,25.13,73.01,5.992,102.1,Black,2.7,0.825,0.856,Banana
80.83,45.15,45.53,23.18,71.3,7.228,84.0,Alluvial,2.267,0.71,0.415,Sunflower
72.42,52.63,54.02,23.9,67.77,6.004,138.8,Alluvial,2.55,0.531,1.542,Maize
21.81,133.13,215.7,20.58,86.02,5.921,51.7,Clay,1.726,0.739,1.321,Grapes
86.03,50.91,51.05,22.01,69.73,6.674,89.8,Red,2.822,0.487,1.664,Sunflower
128.21,52.58,102.77,18.43,77.08,5.509,144.5,Sandy,2.178,0.795,1.57,Potato
24.44,16.53,33.43,30.46,90.67,5.634,127.5,Red,1.591,0.82,1.563,Coconut
19.99,49.81,35.05,30.61,64.32,6.557,44.0,Loamy,1.899,0.954,1.065,MungBean
68.8,39.07,38.49,22.51,80.37,6.238,189.9,Laterite,2.724,0.841,1.008,Jute
45.21,74.1,67.78,21.39,57.4,7.618,77.9,Black,1.274,0.9,1.443,ChickPea
101.96,61.76,97.12,17.64,80.53,6.318,126.0,Red,1.69,0.484,1.16,Potato
24.3,143.8,171.99,21.96,94.9,5.294,97.9,Clay,2.913,1.115,1.467,Apple
69.25,62.08,79.81,27.68,76.81,7.298,83.2,Alluvial,2.541,0.844,0.655,Tomato
21.59,118.27,192.43,20.27,92.04,5.461,104.0,Laterite,2.231,1.249,1.416,Apple
19.45,65.14,13.46,19.38,53.22,6.371,50.0,Sandy,1.607,0.122,1.013,Lentil
100.66,45.53,109.61,17.72,78.76,5.594,172.4,Loamy,2.414,0.611,0.589,Ginger
78.51,56.97,55.8,30.69,79.68,6.645,114.8,Clay,2.684,0.56,0.675,Sugarcane
80.85,46.41,45.46,23.24,69.74,6.943,70.9,Red,3.15,0.657,1.629,Sunflower
20.17,60.18,13.22,17.69,57.3,6.938,42.6,Loamy,2.224,0.688,1.119,Lentil
17.09,67.71,21.32,20.05,59.77,7.371,56.7,Laterite,1.119,1.135,0.884,Lentil
73.24,40.8,55.8,27.6,81.84,6.726,130.7,Clay,2.441,0.184,1.678,Jute
83.59,51.35,126.22,22.63,85.98,6.362,176.3,Sandy,2.187,0.97,0.805,Turmeric
88.84,77.4,79.73,25.34,71.33,5.91,98.4,Loamy,2.747,0.59,2.214,Tomato
20.78,15.68,28.26,27.43,85.81,5.953,161.1,Loamy,2.333,0.324,1.193,Coconut
27.04,41.71,33.17,26.38,68.98,6.854,84.6,Laterite,2.942,1.146,0.906,Groundnut
19.03,66.44,73.7,22.97,54.04,5.795,115.4,Laterite,2.242,1.239,0.803,PigeonPeas
17.51,132.44,162.82,22.5,95.61,5.233,114.8,Black,2.392,0.686,1.794,Apple
21.82,55.79,77.47,22.7,54.2,6.439,68.3,Black,2.299,0.575,1.067,KidneyBeans
22.12,75.28,12.38,20.44,58.22,6.638,44.5,Red,2.885,1.041,0.947,Lentil
77.06,46.18,42.82,21.49,68.29,6.63,79.1,Laterite,2.268,1.084,0.513,Sunflower
130.1,46.47,50.01,26.65,77.96,6.864,73.2,Clay,1.863,0.597,1.212,Cotton
20.28,17.46,23.3,26.76,89.82,5.797,170.0,Sandy,2.143,0.786,1.315,Coconut
41.15,66.2,39.25,24.08,70.69,6.72,76.0,Red,2.111,0.746,2.121,Soybean
27.89,47.51,81.28,24.24,49.42,6.742,58.2,Loamy,2.186,0.573,1.737,MothBeans
16.1,43.67,76.2,24.84,53.04,7.051,49.3,Black,2.205,0.789,0.852,MothBeans
88.06,34.56,82.52,22.88,80.1,6.877,62.7,Red,2.717,0.844,1.01,Onion
133.63,45.48,45.39,22.46,73.37,7.423,68.8,Alluvial,2.336,1.199,1.371,Cotton
65.74,51.43,42.45,21.3,64.52,5.807,112.5,Sandy,2.154,0.872,1.849,Maize
23.52,33.22,24.9,26.24,65.54,6.733,55.2,Black,2.975,0.358,0.87,MungBean
78.7,49.2,37.52,23.08,76.44,6.572,249.4,Loamy,3.106,0.601,0.77,Rice
77.39,30.85,41.48,25.35,84.84,6.592,218.6,Sandy,2.371,0.971,1.307,Rice
81.95,59.88,78.3,24.78,89.19,7.503,140.6,Red,2.507,0.996,1.035,Sugarcane
82.21,46.3,42.95,22.06,66.91,5.794,78.1,Alluvial,1.955,0.825,0.743,Maize
77.66,35.39,48.86,19.3,65.97,7.504,93.1,Black,2.146,0.647,2.238,Mustard
15.67,59.29,19.38,19.98,56.47,6.785,48.6,Sandy,2.398,1.15,1.976,Lentil
