State,District,Year,Season,Crop,Nitrogen,Phosphorus,Potassium,Temperature,Humidity,pH_Value,Rainfall,Yield_kg_ha,Price_INR_q
Gujarat,Amreli,2019,Kharif,Cotton,158.43,36.2,41.32,20.6,63.44,7.31,303.71,354.7,6068.89
Delhi,West Delhi,2019,Rabi,Potato,131.28,42.99,80.49,19.69,83.59,7.2,538.15,17704.8,899.53
Andhra Pradesh,Kurnool,2021,Kharif,Maize,79.86,62.29,60.95,28.16,92.38,5.83,1270.81,3202.9,1858.26
Uttarakhand,Pauri Garhwal,2019,Rabi,Lentil,7.26,36.94,11.06,5.13,63.12,6.01,1588.08,1178.53,5589.17
Chhattisgarh,Korba,2020,Kharif,Soybean,37.26,61.71,15.6,34.0,73.59,6.89,1581.59,1880.0,4234.81
Tamil Nadu,Thanjavur,2019,Annual,Mango,13.09,33.72,45.26,33.1593,67.6317,6.4149,998.41,6384.3,2858.97
Karnataka,Bidar,2019,Rabi,Grapes,46.61,132.42,212.09,27.8781,82.7527,6.5686,1032.94,11672.1,4216.06
Odisha,Bhubaneswar,2020,Annual,Coconut,15.9,20.74,27.95,23.7526,79.3627,5.0112,1416.71,7790.7,1633.94
Bihar,Nalanda,2023,Rabi,Potato,76.03,66.61,49.51,26.2899,69.098,6.8444,1037.85,17478.3,1056.6
Uttar Pradesh,Bareilly,2022,Annual,Mango,21.36,21.19,44.6,19.68,60.69,7.94,823.34,5793.2,2999.45
Jammu & Kashmir,Srinagar,2021,Kharif,Soybean,42.29,68.24,54.69,5.0,60.793,6.1927,1484.89,1891.3,3859.71
Karnataka,Raichur,2019,Kharif,Cotton,109.4,50.47,30.18,21.38,72.41,6.37,802.42,1.0,6435.49
Telangana,Medak,2019,Annual,Banana,96.46,88.66,56.3,26.7543,69.074,6.2684,850.84,27194.7,1189.28
Punjab,Jalandhar,2022,Kharif,Rice,89.56,22.13,40.14,29.12,65.52,7.17,824.59,2975.14,1989.0
Manipur,Bishnupur,2019,Kharif,Rice,62.48,37.71,35.16,8.31,84.92,5.48,1342.92,2586.04,1367.79
Punjab,Jalandhar,2020,Kharif,Rice,46.03,47.23,41.37,17.36,30.79,7.83,697.44,2625.9,1799.18
Haryana,Faridabad,2023,Kharif,Rice,62.15,20.41,50.33,29.53,46.02,7.12,832.34,3545.9,1992.61
Nagaland,Tuensang,2020,Kharif,Maize,49.95,65.9,56.92,19.95,63.53,5.4,2309.73,3368.75,2110.99
Tamil Nadu,Cuddalore,2022,Kharif,Groundnut,22.84,74.15,44.3,34.5807,64.1367,6.4841,1069.6,1772.3,6431.06
Bihar,Bhagalpur,2021,Kharif,Rice,108.98,38.46,42.69,22.13,89.67,6.35,1194.13,2727.5,1861.03
Bihar,Purnia,2019,Kharif,Maize,68.01,76.42,69.36,30.1257,98.4728,6.8478,928.39,2157.7,1899.35
Rajasthan,Chittorgarh,2020,Rabi,Wheat,101.97,44.6,44.97,26.91,56.89,7.89,470.18,2977.4,1962.98
Punjab,Bathinda,2023,Kharif,Rice,38.05,28.49,24.42,19.0063,42.569,7.5784,692.56,2536.8,1609.81
Telangana,Nizamabad,2022,Rabi,Tomato,71.64,59.26,107.45,29.26,58.66,6.77,1000.91,17953.02,2324.56
Tripura,East Tripura,2021,Annual,Sugarcane,98.24,18.68,80.52,20.38,85.3,5.44,2170.39,85784.8,270.66
Uttar Pradesh,Azamgarh,2020,Kharif,Maize,31.26,27.76,50.63,28.73,70.1,7.34,1215.4,3150.39,1798.63
Jammu & Kashmir,Kathua,2021,Rabi,Mustard,103.96,41.15,29.04,10.8058,64.5318,5.3894,1069.82,1510.4,5488.44
Haryana,Panipat,2023,Kharif,Maize,93.62,46.75,50.92,20.74,65.09,6.87,672.59,2809.3,1936.37
Odisha,Bhubaneswar,2019,Annual,Coconut,38.08,14.05,28.89,28.0899,89.4025,6.3358,1469.45,6504.6,1470.98
West Bengal,North 24 Parganas,2023,Annual,Mango,12.84,30.06,19.79,24.8,95.13,6.43,1452.23,10104.76,3301.32
Jharkhand,Bokaro,2020,Kharif,PigeonPeas,18.72,49.96,97.43,33.0646,71.1097,5.9093,999.46,935.8,6934.64
Mizoram,Serchhip,2020,Kharif,Rice,100.49,38.05,50.9,20.65,77.66,4.79,2057.05,3151.4,1870.67
Assam,Sivasagar,2020,Annual,Banana,91.34,54.21,46.57,23.0924,98.2659,5.5512,1473.97,27636.2,1147.03
Madhya Pradesh,Indore,2020,Kharif,Maize,100.91,39.49,48.98,25.66,79.83,6.78,960.5,3909.3,2104.42
Maharashtra,Jalgaon,2021,Annual,Mango,25.55,24.18,40.89,23.89,53.81,6.51,933.1,7026.3,2882.74
Delhi,East Delhi,2020,Rabi,Wheat,114.67,71.12,28.11,21.71,56.34,7.39,662.16,4288.7,1789.99
Odisha,Rourkela,2019,Rabi,Tomato,81.47,70.13,81.11,29.1202,56.4327,6.7219,1555.77,22584.2,2581.87
Goa,North Goa,2021,Annual,Sugarcane,107.32,65.36,58.36,27.79,65.94,5.04,2352.41,64721.09,410.84
Bihar,Purnia,2023,Kharif,Maize,72.22,34.89,32.32,22.1881,90.5032,7.3825,1001.81,2049.5,1994.67
Madhya Pradesh,Jabalpur,2021,Kharif,Maize,50.84,69.14,38.96,25.97,57.78,7.32,1141.31,4242.1,1964.19
Jharkhand,Hazaribagh,2020,Kharif,Rice,91.1,27.79,41.76,30.0027,86.7151,5.4698,1155.32,2112.0,1934.03
Goa,North Goa,2022,Annual,Mango,26.16,21.4,32.54,24.02,80.24,5.11,2294.39,9139.9,3148.6
Jharkhand,Dhanbad,2022,Kharif,Maize,92.85,66.64,60.42,23.54,81.33,5.22,1061.69,2282.59,2008.02
Madhya Pradesh,Narsinghpur,2019,Rabi,Mustard,128.47,52.39,39.16,23.34,65.63,7.2,757.39,1877.2,4800.47
Madhya Pradesh,Satna,2020,Rabi,Mustard,87.58,58.39,21.35,16.5396,50.8999,6.4707,799.47,1428.8,5739.74
Odisha,Koraput,2023,Kharif,Turmeric,68.94,57.52,109.61,25.11,81.91,4.94,1318.39,4452.4,6644.16
Delhi,New Delhi,2023,Rabi,Tomato,97.67,76.75,91.21,12.601,61.9592,7.6467,712.67,15354.4,2544.77
Kerala,Kochi,2020,Annual,Coconut,30.14,26.3,42.69,29.1425,79.168,5.5996,3630.85,6954.2,1369.96
Uttar Pradesh,Rae Bareli,2019,Kharif,Maize,68.57,55.57,27.81,25.23,56.7,7.1,803.58,4139.5,1848.13
Jharkhand,Bokaro,2020,Kharif,Rice,63.84,41.53,49.65,28.74,66.35,5.55,970.6,2922.3,1982.2
Gujarat,Sabarkantha,2022,Annual,Sugarcane,91.15,78.69,64.25,17.67,55.8,7.8,715.68,73858.31,578.55
Maharashtra,Aurangabad,2019,Kharif,Cotton,122.51,48.92,67.86,33.32,46.05,6.74,862.76,311.8,6115.44
Jharkhand,Hazaribagh,2023,Kharif,Rice,89.32,62.11,23.12,26.9792,67.7852,7.059,904.83,2343.0,1913.84
Rajasthan,Bikaner,2023,Kharif,Cotton,141.34,37.38,56.14,28.93,24.62,7.51,382.78,589.0,6196.7
Tamil Nadu,Krishnagiri,2021,Kharif,Turmeric,81.14,94.93,126.27,29.17,64.25,7.54,752.53,4861.6,6952.56
West Bengal,Birbhum,2020,Annual,Sugarcane,109.65,67.99,75.2,23.19,72.13,5.64,1526.32,54794.31,451.51
Sikkim,West Sikkim,2023,Kharif,Rice,62.03,39.19,26.38,20.57,73.89,5.27,2143.3,2990.4,1725.02
Mizoram,Serchhip,2021,Rabi,Potato,112.43,42.89,95.31,10.72,95.04,5.0,1778.22,14604.63,1057.02
West Bengal,Bankura,2023,Rabi,Onion,59.28,7.12,102.14,24.0815,83.461,5.3528,2005.32,10597.5,1904.81
Bihar,Gaya,2019,Annual,Sugarcane,81.24,80.74,67.96,28.46,58.17,6.82,1431.92,54186.4,271.83
Assam,Jorhat,2021,Annual,Banana,105.42,130.18,65.47,26.6705,77.4189,5.4224,1768.89,20703.6,1082.4
West Bengal,Malda,2022,Rabi,Potato,121.82,59.48,120.2,26.83,73.53,5.52,1464.43,19393.7,921.52
Haryana,Faridabad,2021,Rabi,Sunflower,89.27,40.33,35.1,23.08,52.54,8.24,388.24,1574.27,5389.26
Jharkhand,Deoghar,2019,Rabi,Lentil,11.61,63.53,14.79,29.7,72.64,5.52,1168.45,1179.3,5735.75
Gujarat,Anand,2021,Kharif,Rice,92.44,40.73,31.4,26.3447,58.9512,6.9437,468.82,2833.8,1659.45
Sikkim,East Sikkim,2019,Kharif,Rice,102.59,27.57,39.0,13.19,78.51,4.8,1425.19,2599.44,1691.56
Uttar Pradesh,Aligarh,2019,Rabi,Onion,101.97,50.31,46.6,22.4225,72.9551,6.6446,797.92,10512.5,1763.2
Goa,North Goa,2022,Annual,Banana,94.64,80.84,45.05,29.8528,74.2935,5.1845,2763.6,20195.0,1145.81
Madhya Pradesh,Dewas,2023,Rabi,Mustard,78.86,37.01,44.2,28.2543,68.8692,6.1725,944.8,1951.0,5501.8
Madhya Pradesh,Chhindwara,2020,Rabi,Lentil,14.18,54.34,18.86,22.48,50.81,7.03,838.8,825.2,5548.55
Odisha,Kendrapara,2021,Annual,Coconut,28.14,26.99,39.79,29.77,77.25,5.98,1783.8,7821.2,1779.09
Rajasthan,Jaipur,2020,Kharif,Soybean,44.2,71.3,40.48,21.21,65.89,7.84,407.54,1687.9,4002.51
Arunachal Pradesh,Itanagar,2022,Rabi,Potato,85.02,52.48,77.47,10.05,93.21,5.77,2014.85,19606.5,982.05
Madhya Pradesh,Raisen,2021,Kharif,Cotton,120.32,59.54,76.69,27.0,46.55,7.09,868.63,434.1,6164.69
Uttar Pradesh,Gorakhpur,2022,Rabi,Wheat,110.69,49.43,1.0,18.1323,82.4939,7.7122,591.05,4807.2,1807.3
West Bengal,South 24 Parganas,2019,Kharif,Rice,98.42,34.52,53.6,29.4,74.37,5.38,1301.24,3004.2,1723.04
Ladakh,Kargil,2019,Rabi,Potato,102.29,57.99,142.97,5.84,34.79,7.96,248.22,20780.7,913.97
Rajasthan,Jodhpur,2021,Rabi,Onion,110.36,24.92,46.62,14.33,47.5,6.8,477.17,13986.1,2131.88
Sikkim,North Sikkim,2023,Kharif,Rice,65.37,49.6,33.03,9.2,76.38,5.36,2290.51,2281.8,2016.12
Kerala,Kozhikode,2022,Kharif,Rice,87.28,52.26,15.62,30.03,79.66,5.79,2738.12,4272.35,1536.14
Arunachal Pradesh,Lohit,2021,Rabi,Potato,105.19,48.58,62.95,13.8,83.08,4.79,2481.67,22540.0,1072.34
Sikkim,West Sikkim,2022,Kharif,Ginger,115.71,41.97,94.51,16.48,58.97,3.93,1996.65,4932.8,5637.9
Chhattisgarh,Durg,2020,Kharif,Soybean,59.92,55.45,58.34,32.94,68.24,6.53,1360.79,1334.7,3627.84
Jharkhand,Deoghar,2020,Rabi,Lentil,17.86,60.42,16.21,19.7,75.19,5.35,1311.46,1085.9,5733.47
Himachal Pradesh,Una,2020,Kharif,Maize,88.06,43.54,50.27,19.0315,70.2702,5.2305,1362.58,4076.6,1841.62
Assam,Kamrup,2020,Kharif,Jute,59.91,42.19,46.37,27.47,78.36,6.31,1809.21,2891.9,4959.18
Uttarakhand,Haridwar,2021,Rabi,Lentil,21.35,51.95,10.83,4.93,55.6,5.34,1434.64,1194.8,4689.88
Himachal Pradesh,Shimla,2023,Rabi,Potato,112.23,86.89,91.0,8.72,77.1,6.13,1278.51,18761.49,1105.56
Haryana,Panipat,2023,Rabi,Mustard,101.21,45.72,17.77,15.53,47.16,7.72,605.81,1725.6,5967.05
Himachal Pradesh,Kangra,2023,Rabi,Potato,122.55,57.11,118.3,16.18,52.95,4.64,1787.04,24523.7,1084.55
Kerala,Wayanad,2023,Annual,Banana,75.37,64.32,61.0,25.12,86.6,6.27,3448.14,26692.8,1186.44
Andhra Pradesh,Nellore,2020,Rabi,Tomato,69.28,59.88,85.76,22.41,78.72,7.09,1219.11,20022.0,2822.38
Madhya Pradesh,Vidisha,2023,Kharif,Groundnut,17.77,55.5,44.94,27.9312,47.1243,6.8015,774.41,2432.4,5640.37
Rajasthan,Bharatpur,2023,Rabi,Onion,75.4,19.72,41.91,21.36,53.56,7.25,495.99,10392.6,2252.34
Maharashtra,Nagpur,2022,Rabi,Onion,84.58,53.21,88.52,23.27,88.86,6.7,756.9,17128.5,1640.3
Gujarat,Gandhinagar,2019,Rabi,Mustard,65.52,26.49,50.34,27.25,77.21,7.29,498.2,1560.3,5845.6
Bihar,Purnia,2020,Rabi,Wheat,82.34,50.32,14.7,21.24,77.93,7.15,837.01,3557.0,2030.17
Assam,Kamrup,2023,Rabi,Mustard,78.68,51.78,51.61,19.9291,69.0231,4.8762,2081.2,1581.8,5872.46
Rajasthan,Ajmer,2020,Zaid,MungBean,24.16,33.3,36.54,31.8,48.27,8.13,454.92,972.7,7801.92
Himachal Pradesh,Kullu,2021,Rabi,Wheat,65.17,55.29,59.26,17.92,54.36,6.06,1039.61,2661.9,2019.56
Kerala,Kannur,2019,Kharif,Turmeric,69.01,46.31,83.63,30.78,87.97,5.91,2876.03,4355.4,6795.88
Maharashtra,Solapur,2019,Rabi,Wheat,68.26,35.16,40.18,25.275,68.4526,6.2882,847.51,4269.6,2109.0
Jharkhand,Giridih,2019,Zaid,MungBean,19.02,40.34,43.79,28.83,69.97,6.21,1291.91,1116.0,8832.0
Gujarat,Rajkot,2023,Annual,Sugarcane,100.9,36.14,79.34,20.21,90.69,8.68,694.8,84783.4,294.13
Andhra Pradesh,Anantapur,2021,Kharif,Rice,60.76,40.24,36.54,30.15,73.56,4.76,854.72,3455.8,1951.34
Uttarakhand,Pithoragarh,2022,Kharif,Ginger,74.78,42.64,144.36,27.0629,42.7023,5.8123,1408.75,3278.9,5467.82
Odisha,Sambalpur,2019,Rabi,Mustard,111.48,43.77,48.78,27.6859,86.9415,6.1671,1640.8,1427.5,4967.53
Gujarat,Rajkot,2020,Kharif,Rice,86.77,46.6,37.39,31.76,89.05,7.69,583.37,2355.4,1788.77
Chhattisgarh,Korba,2019,Kharif,Soybean,35.96,63.1,14.68,33.4089,74.2362,6.8238,1594.07,1880.0,4234.81
Maharashtra,Yavatmal,2022,Rabi,Tomato,59.78,68.12,78.03,27.59,78.28,7.05,908.51,20621.01,2110.89
Uttar Pradesh,Saharanpur,2023,Rabi,Onion,80.04,41.18,77.48,19.65,75.63,7.33,866.12,19577.54,1806.3
Andaman & Nicobar,South Andaman,2020,Annual,Coconut,16.19,7.47,35.93,28.14,89.98,5.06,3084.27,6090.4,1487.21
Maharashtra,Sangli,2022,Annual,Banana,99.78,96.72,38.36,24.9282,69.3952,5.9157,1102.18,29642.4,1165.4
Karnataka,Mangaluru,2022,Annual,Sugarcane,57.0,78.33,64.99,23.74,62.53,6.17,819.32,57566.6,271.38
Manipur,Imphal West,2019,Zaid,MungBean,12.89,31.39,52.34,23.4022,86.966,5.4404,1553.86,1120.1,7538.84
Karnataka,Shivamogga,2019,Kharif,Rice,93.45,43.13,52.4,21.03,51.98,6.72,689.38,3877.0,1818.02
Bihar,Rohtas,2023,Rabi,Potato,170.97,44.25,109.77,21.4934,72.198,7.6478,1083.23,24825.1,929.99
Assam,Kamrup,2023,Kharif,Jute,84.43,63.74,30.67,27.09,85.62,5.59,1609.02,2707.5,4418.93
West Bengal,Bankura,2020,Kharif,Jute,91.59,56.97,49.08,34.67,80.05,5.83,1093.75,2035.8,5388.0
Chhattisgarh,Durg,2022,Kharif,Groundnut,42.3,36.88,27.12,22.665,79.1428,5.8185,1406.83,1765.8,6127.75
Andhra Pradesh,Vizianagaram,2022,Annual,Mango,9.55,27.66,29.54,22.95,75.38,7.24,744.31,7538.8,2706.48
Jammu & Kashmir,Jammu,2023,Rabi,Apple,24.14,152.62,187.33,19.36,43.11,5.98,894.15,8507.1,5358.48
Jharkhand,Deoghar,2021,Rabi,Lentil,18.38,60.88,16.14,19.5649,76.6748,5.3373,1269.76,1085.9,5733.47
Manipur,Churachandpur,2021,Kharif,Maize,121.53,49.79,35.98,20.35,79.37,6.65,1362.08,3366.8,1672.06
Chandigarh,Chandigarh,2022,Rabi,Mustard,85.55,58.6,33.21,20.02,39.41,7.73,476.16,1234.0,5829.02
Rajasthan,Barmer,2022,Kharif,Groundnut,16.03,70.22,34.11,31.3702,38.7755,8.2403,224.05,1503.3,5948.01
Maharashtra,Akola,2023,Rabi,Grapes,17.26,132.67,205.27,23.33,64.53,6.17,917.41,16076.2,4167.88
Delhi,New Delhi,2019,Rabi,Tomato,98.04,75.44,90.35,11.77,60.78,7.57,806.32,15354.4,2544.77
Maharashtra,Sangli,2021,Kharif,Cotton,114.23,54.0,42.76,26.44,51.61,6.36,763.5,362.1,6296.54
Uttarakhand,Pauri Garhwal,2022,Rabi,Lentil,9.43,62.34,13.25,16.3019,60.1837,5.4962,1548.74,858.7,5577.19
Rajasthan,Ajmer,2020,Zaid,MungBean,36.09,23.69,32.41,20.75,54.15,7.68,379.27,1.0,7247.98
Himachal Pradesh,Hamirpur,2019,Rabi,Potato,150.71,57.76,73.49,5.16,63.89,6.7,1288.41,24183.4,1071.85
Gujarat,Kaira,2022,Kharif,Groundnut,25.72,14.64,28.77,16.81,67.46,6.98,648.03,2398.0,5988.41
Madhya Pradesh,Shivpuri,2021,Rabi,Mustard,45.41,20.62,37.16,24.5002,68.3322,6.3193,1008.21,1254.5,5210.7
Manipur,Churachandpur,2020,Kharif,Maize,88.34,47.72,31.56,27.9764,76.5446,5.8068,1433.59,4261.4,2043.3
Daman & Diu,Daman,2022,Kharif,Rice,100.06,56.24,34.83,24.9303,86.4101,7.0394,1913.72,3806.2,1874.49
Tamil Nadu,Vellore,2023,Kharif,Cotton,115.27,55.9,48.17,31.17,69.96,6.36,661.13,1.0,6413.92
Andhra Pradesh,Nellore,2020,Rabi,Tomato,66.94,61.2,80.47,22.77,77.62,7.04,1186.86,20236.4,2760.56
Punjab,Gurdaspur,2021,Annual,Sugarcane,111.28,73.5,62.7,33.5872,48.3391,8.1576,991.72,54348.0,304.88
Uttarakhand,Dehradun,2020,Rabi,Tomato,49.66,58.79,72.75,10.24,65.77,6.45,2052.09,24467.22,3106.27
Tamil Nadu,Nagapattinam,2023,Kharif,Maize,93.83,46.98,69.75,32.05,56.5464,6.6343,1215.51,3210.2,1764.73
Manipur,Bishnupur,2021,Kharif,Ginger,108.73,48.58,136.56,21.12,67.16,5.61,1234.35,3356.67,6023.38
Madhya Pradesh,Narsinghpur,2021,Rabi,Onion,47.41,47.77,44.23,23.2,49.84,7.38,1104.52,13249.57,2074.64
Tamil Nadu,Erode,2023,Kharif,Cotton,135.23,54.31,47.04,32.33,90.11,6.65,877.8,521.7,6196.12
Himachal Pradesh,Kangra,2022,Rabi,Apple,17.4,201.03,182.75,14.14,56.94,6.06,1313.28,11058.5,6191.63
Delhi,New Delhi,2020,Kharif,Rice,89.88,38.28,47.7,25.25,24.69,6.25,693.36,2297.0,1932.37
Telangana,Rangareddy,2021,Kharif,Maize,87.13,54.1,23.03,26.74,50.3,5.8,1462.05,4347.0,1889.76
Telangana,Adilabad,2021,Kharif,Cotton,89.07,55.32,45.97,26.2132,64.2588,6.4871,930.5,584.9,6508.52
Andaman & Nicobar,South Andaman,2020,Annual,Coconut,33.28,3.63,44.33,31.0025,88.11,5.7296,2470.2,5854.6,1664.48
Punjab,Patiala,2019,Rabi,Wheat,74.28,42.19,26.67,16.0277,77.0088,8.1394,634.43,3640.0,1740.11
Arunachal Pradesh,Papum Pare,2020,Kharif,Rice,98.26,51.9,44.53,19.2574,81.8478,5.2262,2694.09,3679.5,1848.42
Bihar,Purnia,2022,Rabi,Wheat,88.94,76.93,46.24,16.7994,80.218,6.2803,702.95,2528.0,1828.78
Uttar Pradesh,Bulandshahr,2023,Annual,Mango,27.83,26.93,11.12,20.28,62.0,7.57,731.23,6122.6,2976.94
Gujarat,Anand,2022,Rabi,Wheat,93.71,77.86,22.66,14.86,49.05,7.4,739.88,4457.3,1797.98
Andaman & Nicobar,South Andaman,2019,Annual,Coconut,19.97,30.05,29.57,28.47,91.63,6.12,3309.15,8341.7,1510.84
Lakshadweep,Lakshadweep,2019,Annual,Banana,81.26,99.75,41.6,27.71,86.36,5.11,2512.4,24818.5,1204.13
Jammu & Kashmir,Poonch,2020,Kharif,Soybean,43.26,47.43,41.52,22.17,82.69,7.24,800.8,686.24,3502.77
Uttarakhand,Dehradun,2023,Rabi,Tomato,56.19,65.5,125.27,22.03,63.55,5.71,1699.19,15435.4,2673.53
Himachal Pradesh,Mandi,2022,Rabi,Wheat,108.07,43.53,17.25,19.04,64.54,6.63,1367.62,2296.74,1892.34
Uttar Pradesh,Varanasi,2022,Kharif,Rice,57.84,38.91,34.99,21.25,96.68,7.62,847.71,4347.6,1886.51
Tamil Nadu,Nagapattinam,2020,Kharif,Cotton,115.15,53.35,51.59,31.5116,86.5777,6.6253,1065.66,453.1,5304.19
Haryana,Rohtak,2019,Kharif,Cotton,92.02,69.39,46.25,17.58,33.61,7.78,662.25,40.82,6279.41
Andhra Pradesh,West Godavari,2023,Kharif,Cotton,110.55,48.69,42.48,23.7628,83.5889,6.8224,1076.42,481.7,6618.56
Haryana,Rohtak,2023,Rabi,Sunflower,51.02,58.6,46.54,23.68,30.68,8.07,576.06,1875.13,5681.31
Uttar Pradesh,Ghaziabad,2019,Rabi,Lentil,18.84,80.96,18.34,22.61,84.73,7.21,769.56,1763.84,5223.32
West Bengal,South 24 Parganas,2019,Kharif,Rice,50.6,41.49,35.68,28.88,69.47,5.3,1607.07,3028.1,2043.45
Uttar Pradesh,Agra,2019,Kharif,Maize,61.67,44.97,31.24,25.5981,49.878,8.4762,892.11,2328.0,1952.83
Chhattisgarh,Raigarh,2019,Kharif,Soybean,32.48,61.12,52.47,32.2,73.69,6.26,624.55,1733.76,3766.41
Uttarakhand,Udham Singh Nagar,2023,Rabi,Tomato,87.98,72.83,31.13,13.01,56.62,7.2,1205.12,15418.5,2997.56
Assam,Barpeta,2023,Kharif,Ginger,114.8,46.52,119.27,21.69,91.71,5.86,2254.75,4570.6,5674.54
Andhra Pradesh,Srikakulam,2019,Kharif,Groundnut,36.65,66.5,29.55,31.74,70.4,5.44,944.03,2022.3,6377.68
Karnataka,Hassan,2020,Annual,Mango,29.8,40.86,26.45,26.72,61.6,5.08,1099.6,5760.5,3127.36
Gujarat,Junagadh,2020,Rabi,Potato,150.81,90.05,112.0,20.292,69.5701,7.5749,939.1,21315.7,1141.04
Madhya Pradesh,Narsinghpur,2020,Rabi,Onion,99.19,10.1,85.48,24.96,63.14,7.2,610.63,11477.8,2121.68
Puducherry,Puducherry,2020,Kharif,Cotton,134.85,25.88,32.97,33.18,78.74,7.06,1628.94,354.0,6224.69
Jammu & Kashmir,Poonch,2020,Rabi,Lentil,16.47,75.85,19.83,13.828,88.19,6.445,1451.04,731.2,5653.65
Uttar Pradesh,Mathura,2021,Annual,Sugarcane,93.0,81.99,65.81,22.0003,68.526,7.0434,968.16,50707.1,261.44
Sikkim,South Sikkim,2023,Rabi,Apple,14.85,87.72,189.49,10.0456,62.9853,4.836,2118.05,8449.7,5032.09
Maharashtra,Akola,2022,Rabi,Onion,102.98,58.13,66.86,26.09,80.23,5.87,711.45,19402.9,2264.76
Haryana,Bhiwani,2019,Kharif,Cotton,103.2,56.98,53.44,28.14,67.93,7.22,763.02,410.1,6406.05
Uttar Pradesh,Saharanpur,2020,Rabi,Onion,77.84,63.22,107.46,16.94,58.83,7.11,1127.6,10745.11,2039.15
Haryana,Faridabad,2022,Kharif,Cotton,102.87,56.0,39.15,28.9258,37.1738,8.0059,543.85,325.6,6287.45
Gujarat,Gandhinagar,2021,Kharif,Rice,80.79,46.64,35.41,35.76,67.5,6.93,792.91,4147.88,2080.74
Rajasthan,Bikaner,2022,Kharif,Groundnut,25.46,27.42,39.9,22.4079,18.0,8.4387,276.66,2022.7,5611.88
Bihar,Sitamarhi,2021,Rabi,Potato,88.4,28.23,100.03,20.95,72.45,7.13,961.04,17836.6,916.32
Rajasthan,Ajmer,2022,Kharif,Groundnut,21.2,42.94,55.18,34.4036,25.4169,8.0312,421.31,1891.8,5664.11
Telangana,Adilabad,2022,Kharif,Cotton,90.99,56.81,47.26,25.99,64.11,6.57,877.67,584.9,6508.52
Manipur,Imphal East,2023,Rabi,Potato,126.75,78.81,93.34,19.05,82.3,5.58,1748.5,19111.91,1132.29
Odisha,Ganjam,2021,Kharif,Turmeric,93.24,67.04,109.25,27.5,69.32,6.08,1550.32,3712.1,6755.75
Uttar Pradesh,Azamgarh,2022,Rabi,Lentil,14.31,83.43,6.78,25.2,70.15,6.78,892.84,1129.4,5999.85
Uttarakhand,Dehradun,2019,Rabi,Wheat,112.07,44.06,38.67,11.18,50.35,5.46,1507.55,5608.22,1865.98
Maharashtra,Jalgaon,2019,Rabi,Tomato,73.47,59.39,114.11,23.0045,56.5666,7.2764,871.74,16369.1,2781.9
Arunachal Pradesh,Papum Pare,2023,Rabi,Potato,166.61,75.71,98.4,17.2695,73.927,5.5958,2568.69,22996.7,990.41
Telangana,Rangareddy,2022,Annual,Mango,37.82,26.41,29.54,30.32,65.58,6.21,632.55,8423.0,3092.4
Punjab,Ferozepur,2021,Kharif,Maize,93.08,34.56,34.59,27.09,68.05,7.61,886.85,1768.05,1702.39
Meghalaya,Ri Bhoi,2022,Kharif,Turmeric,112.66,64.92,159.5,17.44,83.72,5.67,3134.61,4780.1,7339.55
Tamil Nadu,Erode,2021,Kharif,Cotton,146.46,44.82,70.35,30.49,70.51,5.77,856.18,1.0,6597.46
Bihar,Saran,2019,Rabi,Mustard,95.14,29.27,33.74,31.38,71.94,7.67,589.4,1925.1,5843.46
Gujarat,Surat,2020,Kharif,Cotton,95.76,46.04,64.24,32.5,70.11,7.45,900.91,584.98,6182.25
Uttar Pradesh,Gorakhpur,2019,Zaid,MungBean,17.29,17.7,38.42,29.77,56.14,8.07,550.63,724.0,6804.98
Karnataka,Mangaluru,2022,Rabi,Grapes,18.71,146.22,274.38,23.0,50.67,5.83,1054.19,14141.1,3476.75
Madhya Pradesh,Gwalior,2022,Rabi,Mustard,82.11,38.58,37.95,28.03,47.98,7.27,692.99,1517.6,5661.45
Chhattisgarh,Rajnandgaon,2020,Kharif,Rice,77.02,38.83,36.19,29.02,70.56,5.0,1232.3,3039.5,1932.14
Odisha,Koraput,2019,Kharif,Turmeric,76.04,70.55,102.88,27.9274,80.901,6.4068,1023.12,3859.2,7633.02
Rajasthan,Nagaur,2020,Rabi,Onion,66.97,34.94,88.06,22.9,47.07,7.51,370.55,10183.2,2026.81
Bihar,Patna,2020,Annual,Sugarcane,64.7,73.41,83.98,27.26,69.4,6.72,1272.07,87905.9,325.72
West Bengal,Bardhaman,2023,Annual,Sugarcane,114.21,60.21,78.36,24.6,75.94,6.12,1413.11,82902.2,278.94
Chhattisgarh,Jagdalpur,2021,Kharif,Maize,60.58,45.31,20.68,25.66,85.26,6.78,1309.74,4227.2,1892.01
Uttarakhand,Nainital,2022,Kharif,Ginger,63.9,44.79,78.75,22.81,72.64,5.67,1264.37,3695.7,5608.83
Gujarat,Gandhinagar,2022,Kharif,Cotton,98.92,62.14,32.08,29.5512,52.397,6.4422,927.24,365.9,6499.71
Haryana,Panipat,2021,Rabi,Wheat,80.79,44.57,31.59,21.2591,71.2607,7.6747,858.99,3714.8,2129.04
Andaman & Nicobar,Nicobars,2019,Annual,Coconut,15.35,11.68,35.12,30.709,84.7734,5.6963,2954.11,5362.0,1692.6
Haryana,Karnal,2021,Kharif,Rice,92.16,53.16,31.93,19.09,57.14,8.15,601.67,2774.7,1665.44
